userid,age,gender,tenure,friend_count,friendships_initiated,likes,likes_received,engagement_score,user_category,primary_platform
1268299,68,female,541.0,2118,341,3996,18089,0.1955436169583953,Low Engagement,Mobile
1026140,68,male,1016.0,1727,1137,512,384,0.195497525326184,Low Engagement,Mobile
1702364,108,female,1505.0,1592,564,1693,2482,0.19536751034929234,Low Engagement,Mobile
2001093,16,female,784.0,1091,606,8627,5884,0.19533080935677422,Low Engagement,Mobile
2044201,78,female,1023.0,1770,1166,29,17,0.195287334904598,Low Engagement,Mobile
1935447,68,male,999.0,2447,432,260,414,0.19523902211509,Low Engagement,Mobile
2003376,15,male,678.0,1910,1357,32,105,0.19522010162694614,Low Engagement,Both
1589128,108,male,1578.0,1403,921,486,276,0.19518534257696252,Low Engagement,Web
1002588,17,female,346.0,777,434,14050,8212,0.19512864594921298,Low Engagement,Web
1281105,108,male,652.0,1728,1574,27,17,0.1951011035163671,Low Engagement,Web
1149553,23,male,710.0,2034,1151,268,143,0.19501289063244934,Low Engagement,Mobile
1815874,19,male,989.0,1647,1315,71,66,0.1949795763280115,Low Engagement,Mobile
1396641,22,female,1043.0,1905,832,911,1191,0.19490268622843693,Low Engagement,Mobile
2116429,102,male,2330.0,1062,605,47,63,0.1948931407166162,Low Engagement,Both
1739198,15,female,563.0,1767,838,4185,5807,0.194857816886406,Low Engagement,Web
1636518,19,male,569.0,1811,1511,319,214,0.19478575930632203,Low Engagement,Mobile
1379191,29,male,524.0,1819,1495,610,366,0.19470354514149854,Low Engagement,Web
1961273,17,female,629.0,2788,464,61,166,0.19464445267323638,Low Engagement,Mobile
1968021,17,female,1572.0,1640,678,361,576,0.1944403041840289,Low Engagement,Both
1360671,16,female,804.0,1987,1113,101,660,0.19434980955232595,Low Engagement,Both
1677916,21,male,594.0,1861,1472,26,270,0.19434651094259672,Low Engagement,Mobile
1978315,19,female,1176.0,1696,1024,284,387,0.1943017209562406,Low Engagement,Web
1290433,104,male,1474.0,1576,904,16,94,0.1942976993813496,Low Engagement,Both
1617497,19,male,671.0,1770,1443,272,680,0.19427848684869314,Low Engagement,Both
1333505,17,female,1546.0,1524,776,575,1046,0.19410119691757413,Low Engagement,Web
1767661,49,female,1150.0,1761,844,858,2759,0.19406081647536313,Low Engagement,Web
1750170,19,male,1342.0,1451,1160,22,79,0.19403371722238377,Low Engagement,Web
2165615,18,female,667.0,2200,1044,1,4,0.19399083150620042,Low Engagement,Mobile
1732016,58,male,1420.0,1619,882,129,404,0.19397648426997188,Low Engagement,Mobile
1887875,19,female,583.0,2175,1025,707,703,0.19394853672918833,Low Engagement,Both
1633413,15,female,1349.0,1556,624,2055,5115,0.19387980768981505,Low Engagement,Web
1017268,48,female,789.0,1800,1125,1165,1430,0.1937798962923527,Low Engagement,Web
1818468,19,male,1037.0,1836,1030,147,125,0.193766769446889,Low Engagement,Mobile
2087068,20,male,299.0,3151,401,0,62,0.1937029643769897,Low Engagement,None
1239034,16,female,494.0,2928,320,652,842,0.19357775017800521,Low Engagement,Both
1071306,19,male,470.0,2468,947,4,45,0.19356041375504132,Low Engagement,Mobile
1386285,18,female,443.0,1567,663,5620,20704,0.1933571220720468,Low Engagement,Web
1681169,34,male,644.0,2441,577,626,7297,0.1931538067214685,Low Engagement,Both
1508286,20,male,472.0,1901,1491,208,447,0.1930499927938228,Low Engagement,Mobile
1543600,68,female,661.0,1665,416,6871,2627,0.19295234442937337,Low Engagement,Mobile
2016903,63,female,1887.0,1297,701,343,447,0.19294252690920116,Low Engagement,Web
1827648,21,female,1019.0,1566,1319,105,261,0.19291296881872683,Low Engagement,Mobile
1491207,108,female,2654.0,949,355,93,30,0.19291287554011155,Low Engagement,Mobile
1665822,23,female,508.0,1423,577,8205,4121,0.192890904468334,Low Engagement,Both
1452582,18,female,717.0,2123,713,1767,2623,0.1925659385111,Low Engagement,Mobile
2049698,106,female,1912.0,1486,501,159,249,0.19246536853477691,Low Engagement,Mobile
